Review_Text,Rating,Date,App_Name
love their coffee,5,2026-05-14 15:36:18,com.trubeacon.scooters_mobile_android
"we love scooters, in this house and we usually go there everyday",5,2026-05-13 22:46:51,com.trubeacon.scooters_mobile_android
I love the Girls in the morning.,5,2026-05-12 17:11:07,com.trubeacon.scooters_mobile_android
amazing,5,2026-05-12 01:33:09,com.trubeacon.scooters_mobile_android
I Love using the App! I like being able to see all the flavor and drink options available as well! I just wish there was an option to put No Ice in the Drinks Online!,4,2026-05-10 22:37:49,com.trubeacon.scooters_mobile_android
I love my scooters! But I have a problem with being charged different price for the same drink. I always get the Blended sugar free Strawberry Mocha with whip and drizzle! I've been charged from 6.95 to 9.95 . Please explain how this is happening??? 😔,4,2026-05-08 02:45:24,com.trubeacon.scooters_mobile_android
tried it for the first time just cause the name and est. year is my mans nickname and birth year and it's a 10/10 was actually better than Starbucks.,5,2026-05-06 06:18:14,com.trubeacon.scooters_mobile_android
"App is cool to see new drinks available, but needs Gpay/Venmo/PayPal for payment options. Reloading a gift card or putting in a credit card number is not ideal",1,2026-05-06 05:49:40,com.trubeacon.scooters_mobile_android
excellent service,5,2026-05-05 18:08:44,com.trubeacon.scooters_mobile_android
very polite and fast,5,2026-05-04 13:16:14,com.trubeacon.scooters_mobile_android
our favorite location is on Forest Home Avenue The staff there are always friendly 😊 thank you for being fantastic ❤️,5,2026-05-03 16:37:18,com.trubeacon.scooters_mobile_android
love the scooter loyalty points in their app,5,2026-05-01 23:16:56,com.trubeacon.scooters_mobile_android
"I'll give this five stars when we get to choose more than one flavor in the app when it comes to ""Additional flavoring"". Sometimes I wanna add some simple syrup WITH an actual flavor. Please fix!",4,2026-04-28 16:42:54,com.trubeacon.scooters_mobile_android
awesome drinks love it !,5,2026-04-27 03:50:05,com.trubeacon.scooters_mobile_android
my favorite place for coffee and healthy smoothies.,5,2026-04-26 21:31:52,com.trubeacon.scooters_mobile_android
love Scooters!,4,2026-04-25 14:05:50,com.trubeacon.scooters_mobile_android
great coffee and wonderful staff,5,2026-04-25 14:04:04,com.trubeacon.scooters_mobile_android
yummy,5,2026-04-24 19:58:15,com.trubeacon.scooters_mobile_android
"the best drinks, love them all",5,2026-04-23 17:51:53,com.trubeacon.scooters_mobile_android
"was awesome, every one there is very sweet and the coffee is best in Missouri",5,2026-04-23 17:23:45,com.trubeacon.scooters_mobile_android
"I love scooters , but it's 35 to 40 minutes from me. It's hard to enjoy it as much as I'd like. So... that being said, We need a Scooters in Hickory, NC 😃 😊 ❤️ 💙 💜",5,2026-04-21 01:12:03,com.trubeacon.scooters_mobile_android
I like the way it is set up and the service,5,2026-04-20 20:28:45,com.trubeacon.scooters_mobile_android
scooter's have good drinks,5,2026-04-17 20:50:26,com.trubeacon.scooters_mobile_android
yes 💯 payed for u lol wright,5,2026-04-16 05:37:27,com.trubeacon.scooters_mobile_android
My Favorite!! Love all the options! Blender...yes please!,5,2026-04-16 05:02:33,com.trubeacon.scooters_mobile_android
app is no longer compatible with my phone,1,2026-04-15 01:04:57,com.trubeacon.scooters_mobile_android
vey nice staff on N.Rhett,5,2026-04-14 17:19:45,com.trubeacon.scooters_mobile_android
I have always had great service from Scooter's!,5,2026-04-12 17:21:28,com.trubeacon.scooters_mobile_android
Absolutely Love This Place and ALL of the Team ❤️❤️❤️,5,2026-04-12 17:05:08,com.trubeacon.scooters_mobile_android
Best coffee ever,5,2026-04-12 16:38:20,com.trubeacon.scooters_mobile_android
The smile points expire. No bueno. Caribou coffee points do not.,1,2026-04-12 16:24:33,com.trubeacon.scooters_mobile_android
UPDATE. Like your improvements. would also enjoy being able to see a membership number so info can be manually added to wallet as well.,3,2026-04-08 00:12:20,com.trubeacon.scooters_mobile_android
app not scanning or giving me my points,1,2026-04-05 21:45:33,com.trubeacon.scooters_mobile_android
"Best coffees!! Great little snacks. Best of all amazing , friendly service - would give 10 stars 🤩",5,2026-04-05 05:38:34,com.trubeacon.scooters_mobile_android
don't see the point of using the app if your points expire 220 points expired this month I didn't know until I was going to redeem a free drink,1,2026-04-04 01:45:34,com.trubeacon.scooters_mobile_android
It wouldn't let me sign in and it wouldn't let me reset my password so I'm just deleting the app And I'm going to go somewhere else. I have a lot of other coffee choices in my area.,1,2026-04-03 17:18:38,com.trubeacon.scooters_mobile_android
I'm so thankful Scooters coffee came to Clover 🍀 SC I'm a Carmailious lover. I don't know how the loyalty program works and would like to know where to find the information on it. 😊,5,2026-04-02 16:16:24,com.trubeacon.scooters_mobile_android
love there coffee they make right,5,2026-04-01 21:20:25,com.trubeacon.scooters_mobile_android
